Rank,Company,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Number_of_employees,MarketCap_Updated_M,Revenues_M,RevenuePercentChange,Profits_M,Assets_M,CEO,HeadquartersCity,HeadquartersState,Website,CompanyType
782,iHeartMedia,Media,Entertainment,no,no,no,no,-21,no,yes,n/a,9990.0,313.0,3751.0,-4.1,-1102.7,6952.6,Robert W. Pittman,San Antonio,Texas,https://www.iheartmedia.com,Public
783,Travel + Leisure,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,25,yes,no,n/a,19000.0,3478.0,3750.0,5.1,396.0,6738.0,Michael D. Brown,Orlando,Florida,https://www.travelandleisureco.com,Public
784,Dream Finders Homes,Engineering & Construction,Homebuilders,yes,yes,no,yes,59,yes,no,n/a,1236.0,4079.0,3748.6,12.2,295.9,2562.4,Patrick O. Zalupski,Jacksonville,Florida,https://www.dreamfindershomes.com,Public
785,Boyd Gaming,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,26,yes,no,n/a,16129.0,6466.0,3738.5,5.2,620.0,6273.1,Keith E. Smith,Las Vegas,Nevada,https://www.boydgaming.com,Public
786,NLV Financial,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,0,no,no,n/a,1370.0,-,3735.0,59.6,217.4,45472.1,Mehran Assadi,Montpelier,Vermont,https://www.nationallife.com,Private
787,Ensign Group,Health Care,Health Care: Medical Facilities,yes,no,no,yes,102,yes,no,n/a,35300.0,7080.0,3729.4,23.3,209.4,4177.5,Barry R. Port,San Juan Capistrano,California,https://www.ensigngroup.net,Public
788,Sally Beauty Holdings,Retailing,Specialty Retailers: Other,yes,no,yes,no,-20,no,yes,n/a,20000.0,1303.0,3728.1,-2.3,184.6,2725.3,Denise A. Paulonis,Denton,Texas,https://www.sallybeautyholdings.com,Public
789,Conduent,Business Services,Diversified Outsourcing Services,no,no,no,no,-26,no,yes,n/a,59000.0,710.0,3722.0,-3.5,-296.0,3162.0,Clifford A. Skelton,Florham Park,New Jersey,https://www.conduent.com,Public
790,Sylvamo,Materials,Forest and Paper Products,yes,no,no,no,-63,no,yes,n/a,6500.0,2560.0,3721.0,-10.3,253.0,2872.0,Jean-Michel Ribi?ras,Memphis,Tennessee,https://www.sylvamo.com,Public
791,Tri Pointe Homes,Engineering & Construction,Homebuilders,yes,no,no,no,-81,no,yes,n/a,1438.0,3710.0,3715.2,-14.6,343.7,4914.6,Douglas F. Bauer,Incline Village,Nevada,https://www.tripointehomes.com,Public
792,EnerSys,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,49,yes,no,n/a,11350.0,3818.0,3708.6,10.5,175.8,3616.7,David M. Shaffer,Reading,Pennsylvania,https://www.enersys.com,Public
793,Incyte,Health Care,Pharmaceuticals,yes,no,no,yes,39,yes,no,n/a,2524.0,12791.0,3695.6,8.9,597.6,6782.1,Herv? Hoppenot,Wilmington,Delaware,https://www.incyte.com,Public
794,Century Communities,Engineering & Construction,Homebuilders,yes,yes,no,yes,-99,no,yes,n/a,1650.0,3067.0,3692.2,-18.1,259.2,4139.4,Dale Francescon,Greenwood Village,Colorado,https://www.centurycommunities.com,Public
795,Rithm Capital,Financials,Real estate,yes,no,no,yes,-112,no,yes,n/a,6570.0,5393.0,3691.9,-19.9,622.3,35311.8,Michael Nierenberg,New York,New York,https://www.rithmcap.com,Public
796,Euronet Worldwide,Business Services,Financial Data Services,yes,yes,no,yes,43,yes,no,n/a,10000.0,5033.0,3688.0,9.8,279.7,5894.4,Michael J. Brown,Leawood,Kansas,https://www.euronetworldwide.com,Public
797,Hawaiian Electric Industries,Energy,Utilities: Gas and Electric,yes,no,no,no,-13,no,yes,n/a,3652.0,1243.0,3682.2,-1.6,199.2,17243.8,Scott W.H. Seu,Honolulu,Hawaii,https://www.hei.com,Public
798,DraftKings,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",no,yes,no,yes,0,no,no,n/a,4400.0,39447.0,3665.4,63.6,-802.1,3944.9,Jason D. Robins,Boston,Massachusetts,https://www.draftkings.com,Public
799,IDEXX Laboratories,Health Care,Medical Products and Equipment,yes,no,no,yes,36,yes,no,n/a,11000.0,44843.0,3661.0,8.7,845.0,3259.9,Jonathan J. Mazelsky,Westbrook,Maine,https://www.idexx.com,Public
800,MYR Group,Engineering & Construction,Engineering & Construction,yes,no,no,yes,93,yes,no,n/a,9000.0,2959.0,3643.9,21.1,91.0,1578.7,Richard S. Swartz,Thornton,Colorado,https://www.myrgroup.com,Public
801,Deckers Outdoor,Apparel,Apparel,yes,no,no,yes,72,yes,no,n/a,4200.0,24161.0,3627.3,15.1,516.8,2556.2,Stefano Caroti,Goleta,California,https://www.deckers.com,Public
802,DexCom,Health Care,Medical Products and Equipment,yes,no,no,yes,103,yes,no,n/a,9550.0,53471.0,3622.3,24.5,541.5,6264.5,Kevin R. Sayer,San Diego,California,https://www.dexcom.com,Public
803,MKS Instruments,Technology,Semiconductors and Other Electronic Components,no,no,no,no,11,yes,no,n/a,10100.0,8918.0,3622.0,2.1,-1841.0,9118.0,John T.C. Lee,Andover,Massachusetts,https://www.mks.com,Public
804,VICI Properties,Financials,Real estate,yes,no,no,yes,160,yes,no,n/a,28.0,31075.0,3612.0,38.9,2513.5,44059.8,Edward B. Pitoniak,New York,New York,https://www.viciproperties.com,Public
805,Cooper Cos.,Health Care,Medical Products and Equipment,yes,no,no,yes,45,yes,no,n/a,15000.0,20166.0,3593.2,8.6,294.2,11658.9,Albert G. White III,San Ramon,California,https://www.coopercos.com,Public
806,Frontier Group Holdings,Transportation,Airlines,no,no,no,yes,40,yes,no,n/a,7214.0,1812.0,3589.0,7.9,-11.0,4993.0,Barry L. Biffle,Denver,Colorado,https://www.flyfrontier.com,Public
807,Qorvo,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-131,no,yes,n/a,8500.0,11087.0,3569.4,-23.2,103.2,6691.9,Robert A. Bruggeworth,Greensboro,North Carolina,https://www.qorvo.com,Public
808,Five Below,Retailing,Specialty Retailers: Other,yes,no,no,yes,72,yes,no,n/a,14500.0,10019.0,3559.4,15.7,301.1,3872.0,Kenneth R. Bull,Philadelphia,Pennsylvania,https://www.fivebelow.com,Public
809,TreeHouse Foods,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,-132,no,yes,n/a,7400.0,2098.0,3552.9,-23.4,53.1,4106.6,Steven T. Oakland,Oak Brook,Illinois,https://www.treehousefoods.com,Public
810,Scotts Miracle-Gro,Chemicals,Chemicals,no,no,no,no,-54,no,yes,n/a,6375.0,4229.0,3551.3,-9.5,-380.1,3413.7,James S. Hagedorn,Marysville,Ohio,https://www.scotts.com,Public
811,Atlassian,Technology,Computer Software,no,yes,no,yes,105,yes,no,n/a,10726.0,50613.0,3534.6,26.1,-486.8,4106.8,Michael Cannon-Brookes,San Francisco,California,https://www.atlassian.com,Public
812,Entegris,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,43,yes,no,n/a,8000.0,21184.0,3523.9,7.4,180.7,8812.6,Bertrand Loy,Billerica,Massachusetts,https://www.entegris.com,Public
813,Atkore,Industrials,"Electronics, Electrical Equip.",yes,no,no,yes,-54,no,yes,n/a,5208.0,6999.0,3518.8,-10.1,689.9,2935.0,William E. Waltz,Harvey,Illinois,https://www.atkore.com,Public
814,H.B. Fuller,Chemicals,Chemicals,yes,no,yes,yes,-33,no,yes,n/a,7200.0,4345.0,3510.9,-6.4,144.9,4723.6,Celeste B. Mastin,St. Paul,Minnesota,https://www.hbfuller.com,Public
815,Granite Construction,Engineering & Construction,Engineering & Construction,yes,no,no,yes,38,yes,no,n/a,4100.0,2512.0,3509.1,6.3,43.6,2813.5,Kyle T. Larkin,Watsonville,California,https://www.graniteconstruction.com,Public
816,Winnebago Industries,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,-162,no,yes,n/a,6250.0,2166.0,3490.7,-29.6,215.9,2432.4,Michael J. Happe,Eden Prairie,Minnesota,https://www.winnebagoind.com,Public
817,FTI Consulting,Business Services,Diversified Outsourcing Services,yes,no,no,yes,71,yes,no,n/a,7990.0,7472.0,3489.2,15.2,274.9,3325.9,Steven H. Gunby,Washington,District Of Columbia,https://www.fticonsulting.com,Public
818,AptarGroup,Materials,"Packaging, Containers",yes,no,no,yes,29,yes,no,n/a,13800.0,9521.0,3487.5,5.0,284.5,4451.9,Stephan B. Tanda,Crystal Lake,Illinois,https://www.aptar.com,Public
819,Columbia Sportswear,Apparel,Apparel,yes,no,no,yes,8,yes,no,n/a,10070.0,4854.0,3487.2,0.7,251.4,2939.0,Timothy P. Boyle,Portland,Oregon,https://www.columbia.com,Public
820,Roku,Media,Entertainment,no,yes,no,no,55,yes,no,n/a,3150.0,9353.0,3484.6,11.5,-709.6,4261.8,Anthony J. Wood,San Jose,California,https://www.roku.com,Public
821,Civitas Resources,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-46,no,yes,n/a,516.0,7669.0,3479.2,-8.2,784.3,14097.3,M. Christopher Doyle,Denver,Colorado,https://www.civitasresources.com,Public
822,H&R Block,Financials,Diversified Financials,yes,no,no,yes,6,yes,no,n/a,39200.0,6852.0,3472.2,0.3,553.7,3072.3,Jeffrey J. Jones II,Kansas City,Missouri,https://www.hrblock.com,Public
823,Alpha Metallurgical Resources,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-91,no,yes,n/a,4160.0,4308.0,3471.4,-15.4,722.0,2406.1,Charles Andrew Eidson,Bristol,Tennessee,https://www.alphametresources.com,Public
824,Patrick Industries,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,-165,no,yes,n/a,10000.0,2674.0,3468.0,-29.0,142.9,2562.4,Andy L. Nemeth,Elkhart,Indiana,https://www.patrickind.com,Public
825,Murphy Oil,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-73,no,yes,n/a,725.0,6973.0,3460.1,-12.0,661.6,9766.7,Roger W. Jenkins,Houston,Texas,https://www.murphyoilcorp.com,Public
826,Synovus Financial,Financials,Commercial Banks,yes,no,no,no,163,yes,no,n/a,4798.0,5866.0,3454.4,39.0,543.7,59809.5,Kevin S. Blair,Columbus,Georgia,https://www.synovus.com,Public
827,Cracker Barrel Old Country Store,"Hotels, Restaurants & Leisure",Food Services,yes,no,yes,yes,31,yes,no,n/a,77000.0,1615.0,3442.8,5.4,99.1,2218.1,Julie Felss Masino,Lebanon,Tennessee,https://www.crackerbarrel.com,Public
828,Cheesecake Factory,"Hotels, Restaurants & Leisure",Food Services,yes,yes,no,yes,24,yes,no,n/a,47900.0,1848.0,3439.5,4.1,101.4,2840.4,David M. Overton,Calabasas Hills,California,https://www.thecheesecakefactory.com,Public
829,CNX Resources,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,0,no,no,n/a,470.0,3632.0,3434.9,172.4,1720.7,8626.7,Nicholas J. DeIuliis,Canonsburg,Pennsylvania,https://www.cnx.com,Public
830,Chefs' Warehouse,Wholesalers,Wholesalers: Food and Grocery,yes,yes,no,yes,131,yes,no,n/a,4873.0,1499.0,3433.8,31.4,34.6,1705.3,Christopher Pappas,Ridgefield,Connecticut,https://www.chefswarehouse.com,Public
831,Donaldson,Industrials,Industrial Machinery,yes,no,no,no,20,yes,no,n/a,13000.0,8989.0,3430.8,3.8,358.8,2770.5,Tod E. Carpenter,Minneapolis,Minnesota,https://www.donaldson.com,Public
832,Mueller Industries,Industrials,Industrial Machinery,yes,no,no,no,-88,no,yes,n/a,4509.0,6126.0,3420.3,-14.1,602.9,2759.3,Gregory L. Christopher,Collierville,Tennessee,https://www.muellerindustries.com,Public
833,MRC Global,Wholesalers,Wholesalers: Diversified,yes,no,no,no,4,yes,no,n/a,2800.0,1061.0,3412.0,1.5,114.0,1886.0,Robert J. Saltiel Jr.,Houston,Texas,https://www.mrcglobal.com,Public
834,Chart Industries,Industrials,Industrial Machinery,yes,no,yes,yes,0,no,no,n/a,11637.0,6964.0,3411.3,111.6,47.3,9102.4,Jillian C. Evanko,Ball Ground,Georgia,https://www.chartindustries.com,Public
835,Alight,Business Services,Diversified Outsourcing Services,no,no,no,no,39,yes,no,n/a,18000.0,5545.0,3410.0,8.9,-345.0,10782.0,Stephan D. Scholl,Lincolnshire,Illinois,https://www.alight.com,Public
836,Vishay Intertechnology,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-14,no,yes,n/a,23500.0,3119.0,3402.0,-2.7,323.8,4239.9,Joel Smejkal,Malvern,Pennsylvania,https://www.vishay.com,Public
837,Range Resources,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-111,no,yes,n/a,548.0,8353.0,3374.4,-18.6,871.1,7203.9,Dennis L. Degner,Fort Worth,Texas,https://www.rangeresources.com,Public
838,Valley National Bancorp,Financials,Commercial Banks,yes,no,no,no,0,no,no,n/a,3749.0,4051.0,3364.6,54.1,498.5,60935.0,Ira D. Robbins,New York,New York,https://valley.com/,Public
839,Match Group,Technology,Internet Services and Retailing,yes,no,no,no,30,yes,no,n/a,2610.0,9724.0,3364.5,5.5,651.5,4507.9,Bernard Kim,Dallas,Texas,https://www.mtch.com,Public
840,Gen Digital,Technology,Computer Software,yes,no,no,yes,79,yes,no,n/a,3700.0,14267.0,3338.0,19.4,1349.0,15947.0,Vincent Pilette,Tempe,Arizona,https://www.gendigital.com,Public
841,Wintrust Financial,Financials,Commercial Banks,yes,no,no,yes,0,no,no,n/a,5521.0,6417.0,3327.2,50.7,622.6,56259.9,Timothy S. Crane,Rosemont,Illinois,https://www.wintrust.com,Public
842,Moog,Aerospace & Defense,Aerospace & Defense,yes,no,no,no,44,yes,no,n/a,13500.0,5307.0,3319.1,9.3,171.0,3808.0,Patrick J. Roche,East Aurora,New York,https://www.moog.com,Public
843,First Solar,Energy,Energy,yes,no,no,yes,115,yes,no,n/a,6700.0,18068.0,3318.6,26.7,830.8,10365.1,Mark R. Widmar,Tempe,Arizona,https://www.firstsolar.com,Public
844,Central Garden & Pet,Household Products,Household and Personal Products,yes,no,yes,no,0,no,no,n/a,6500.0,2435.0,3310.1,-0.9,125.6,3378.6,Mary Beth Springer,Walnut Creek,California,https://www.central.com,Public
845,Green Plains,Energy,Energy,no,no,no,yes,-52,no,yes,n/a,921.0,1495.0,3295.7,-10.0,-93.4,1939.3,Todd A. Becker,Omaha,Nebraska,https://www.gpreinc.com,Public
846,Werner Enterprises,Transportation,"Trucking, Truck Leasing",yes,no,no,no,8,yes,no,n/a,13809.0,2483.0,3283.5,-0.2,112.4,3157.9,Derek J. Leathers,Omaha,Nebraska,https://www.werner.com,Public
847,AppLovin,Technology,Computer Software,yes,yes,no,yes,67,yes,no,n/a,1731.0,22796.0,3283.1,16.5,356.7,5359.2,Adam Foroughi,Palo Alto,California,https://www.applovin.com,Public
848,ITT,Industrials,Industrial Machinery,yes,no,no,yes,47,yes,no,n/a,10600.0,11168.0,3283.0,9.9,410.5,3932.6,Luca Savi,Stamford,Connecticut,https://www.itt.com,Public
849,Herc Holdings,Business Services,Equipment Leasing,yes,no,no,yes,86,yes,no,n/a,7200.0,4773.0,3282.0,19.8,347.0,7061.0,Lawrence H. Silber,Bonita Springs,Florida,https://www.hercrentals.com,Public
850,Gray Television,Media,Entertainment,no,no,no,yes,-58,no,yes,n/a,9649.0,635.0,3281.0,-10.7,-76.0,10640.0,Patrick D. LaPlatney/Hilton H. Howell Jr.,Atlanta,Georgia,https://www.gray.tv,Public
851,IDEX,Industrials,Industrial Machinery,yes,no,no,no,20,yes,no,n/a,8800.0,18470.0,3273.9,2.9,596.1,5865.2,Eric D. Ashleman,Northbrook,Illinois,https://www.idexcorp.com,Public
852,Boston Properties,Financials,Real estate,yes,no,no,yes,26,yes,no,n/a,836.0,10254.0,3273.6,5.3,190.2,26026.1,Owen D. Thomas,Boston,Massachusetts,https://www.bxp.com,Public
853,Pitney Bowes,Technology,Computer Software,no,no,no,no,-38,no,yes,n/a,10500.0,764.0,3266.3,-7.7,-385.6,4272.2,Jason C. Dies,Stamford,Connecticut,https://www.pitneybowes.com,Public
854,Steelcase,Household Products,"Home Equipment, Furnishings",yes,no,yes,no,75,yes,no,n/a,12250.0,1494.0,3232.6,16.6,35.3,2202.8,Sara E. Armbruster,Grand Rapids,Michigan,https://www.steelcase.com,Public
855,Sun Communities,Financials,Real estate,no,no,no,no,44,yes,no,n/a,6757.0,15997.0,3224.6,8.6,-213.3,16940.7,Gary A. Shiffman,Southfield,Michigan,https://suninc.com,Public
856,AdaptHealth,Health Care,Wholesalers: Health Care,no,no,yes,no,42,yes,no,n/a,10700.0,1530.0,3200.2,7.7,-678.9,4508.7,Suzanne Foster,Plymouth Meeting,Pennsylvania,https://www.adapthealth.com,Public
857,Vertex Energy,Energy,Petroleum Refining,no,yes,no,no,54,yes,no,n/a,481.0,131.0,3184.6,10.7,-71.5,854.6,Benjamin P. Cowart,Houston,Texas,https://www.vertexenergy.com,Public
858,Genesis Energy,Energy,Pipelines,yes,no,no,yes,64,yes,no,n/a,2137.0,1362.0,3177.0,13.9,117.7,7018.8,Grant E. Sims,Houston,Texas,https://www.genesisenergy.com,Public
859,Jackson Financial,Financials,"Insurance: Life, Health (stock)",yes,no,yes,no,-577,no,yes,n/a,3428.0,5120.0,3159.0,-78.3,934.0,330255.0,Laura L. Prieskorn,Lansing,Michigan,https://www.jackson.com,Public
860,FirstCash Holdings,Retailing,Specialty Retailers: Other,yes,no,no,yes,78,yes,no,n/a,19000.0,5753.0,3151.8,15.5,219.3,4289.9,Rick L. Wessel,Fort Worth,Texas,https://www.firstcash.com,Public
861,Cal-Maine Foods,"Food, Beverages & Tobacco",Food Production,yes,no,no,no,0,no,no,n/a,2896.0,2883.0,3146.2,77.0,758.0,1954.5,Sherman L. Miller,Ridgeland,Mississippi,https://www.calmainefoods.com,Public
862,Arch Resources,Energy,"Mining, Crude-Oil Production",yes,no,no,no,-75,no,yes,n/a,3404.0,2934.0,3145.8,-15.5,464.0,2484.2,Paul A. Lang,St. Louis,Missouri,https://www.archrsc.com,Public
863,Avient,Chemicals,Chemicals,yes,no,no,no,-194,no,yes,n/a,9300.0,3961.0,3142.8,-33.5,75.7,5968.5,Ashish K. Khandpur,Avon Lake,Ohio,https://www.avient.com,Public
864,Cano Health,Health Care,Health Care: Medical Facilities,no,no,no,no,70,yes,no,n/a,2700.0,1.0,3137.8,14.6,-594.4,1013.7,Mark Kent,Miami,Florida,https://www.canohealth.com,Private
865,BlueLinx Holdings,Wholesalers,Wholesalers: Diversified,yes,no,no,no,-166,no,yes,n/a,1990.0,1127.0,3136.4,-29.5,48.5,1537.6,Shyam K. Reddy,Marietta,Georgia,https://www.bluelinxco.com,Public
866,Sinclair,Media,Entertainment,no,no,no,no,-112,no,yes,n/a,7300.0,857.0,3134.0,-20.2,-291.0,6085.0,Christopher S. Ripley,Hunt Valley,Maryland,https://www.sbgi.net,Public
867,BOK Financial,Financials,Commercial Banks,yes,no,no,yes,0,no,no,n/a,4966.0,5946.0,3132.4,53.9,530.7,49824.8,Stacy C. Kymes,Tulsa,Oklahoma,https://www.bokf.com,Public
868,Permian Resources,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,0,no,no,n/a,461.0,13631.0,3120.9,46.4,476.3,14965.6,William M. Hickey III/James H. Walter,Midland,Texas,https://permianres.com,Public
869,PACS Group,Health Care,Health Care: Medical Facilities,yes,yes,no,no,0,no,no,n/a,32433.0,-,3111.5,28.5,112.9,3512.7,Jason  Murray,Farmington,Utah,https://pacs.com,Public
870,Coinbase Global,Financials,Securities,yes,yes,no,no,-2,no,yes,n/a,3416.0,64232.0,3108.4,-2.7,94.9,206983.0,Brian Armstrong,Wilmington,Delaware,https://www.coinbase.com,Public
871,Western Midstream Partners,Energy,Pipelines,yes,no,no,yes,-11,no,yes,n/a,1377.0,13526.0,3106.5,-4.5,1022.2,12471.6,Michael P. Ure,The Woodlands,Texas,https://www.westernmidstream.com,Public
872,Federated Mutual Insurance,Financials,Insurance: Property and Casualty (Mutual),yes,no,no,yes,40,yes,no,n/a,2922.0,-,3098.7,8.4,422.8,12190.0,Nicholas R. Lower,Owatonna,Minnesota,https://www.federatedinsurance.com,Private
873,G-III Apparel Group,Apparel,Apparel,yes,no,no,no,-8,no,yes,n/a,4050.0,1318.0,3098.2,-4.0,176.2,2681.2,Morris Goldfarb,New York,New York,https://www.giii.com,Public
874,Vontier,Technology,"Electronics, Electrical Equip.",yes,no,no,no,-4,no,yes,n/a,8000.0,6981.0,3095.2,-2.8,376.9,4294.0,Mark D. Morelli,Raleigh,North Carolina,https://www.vontier.com,Public
875,Matson,Transportation,Shipping,yes,no,no,yes,-163,no,yes,n/a,4315.0,3876.0,3094.6,-28.7,297.1,4294.6,Matthew J. Cox,Honolulu,Hawaii,https://www.matson.com,Public
876,Kirby,Transportation,Shipping,yes,no,no,yes,48,yes,no,n/a,5450.0,5574.0,3091.6,11.0,222.9,5722.2,David W. Grzebinski,Houston,Texas,https://www.kirbycorp.com,Public
877,Kaiser Aluminum,Materials,Metals,yes,no,no,no,-47,no,yes,n/a,4000.0,1431.0,3087.0,-9.9,47.2,2267.4,Keith A. Harvey,Franklin,Tennessee,https://www.kaiseraluminum.com,Public
878,Vista Outdoor,Business Services,"Toys, Sporting Goods",no,no,no,yes,7,yes,no,n/a,7000.0,1906.0,3079.8,1.2,-9.7,2798.9,Jason  Vanderbrink /Eric  Nyman,Anoka,Minnesota,https://www.vistaoutdoor.com,Public
879,Designer Brands,Retailing,Specialty Retailers: Apparel,yes,no,no,no,-30,no,yes,n/a,14000.0,626.0,3075.0,-7.3,29.1,2076.2,Douglas M. Howe,Columbus,Ohio,https://www.designerbrands.com,Public
880,Rollins,Business Services,Diversified Outsourcing Services,yes,no,no,yes,66,yes,no,n/a,19031.0,22419.0,3073.3,14.0,435.0,2595.5,Jerry E. Gahlhoff Jr.,Atlanta,Georgia,https://www.rollins.com,Public
881,Advanced Drainage Systems,Materials,"Building Materials, Glass",yes,no,no,yes,49,yes,no,n/a,5870.0,13369.0,3071.1,10.9,507.1,2901.1,D. Scott Barbour,Hilliard,Ohio,https://www.adspipe.com,Public
882,Cinemark Holdings,Media,Entertainment,yes,no,no,yes,111,yes,no,n/a,17888.0,2188.0,3066.7,24.9,188.2,4836.8,Sean Gamble,Plano,Texas,https://www.cinemark.com,Public
883,CrowdStrike,Technology,Computer Software,yes,yes,no,yes,0,no,no,n/a,7925.0,77541.0,3055.6,36.3,89.3,6646.5,George R. Kurtz,Austin,Texas,https://www.crowdstrike.com,Public
884,Pinterest,Technology,Internet Services and Retailing,no,no,no,yes,33,yes,no,n/a,4014.0,23540.0,3055.1,9.0,-35.6,3594.4,William J. Ready,San Francisco,California,https://investor.pinterestinc.com,Public
885,Instacart,Retailing,Internet Services and Retailing,no,no,yes,no,0,no,no,n/a,3380.0,9938.0,3042.0,19.2,-1622.0,4727.0,Fidji Simo,San Francisco,California,https://instacart.com/company,Public
886,Hillenbrand,Industrials,Industrial Machinery,yes,no,yes,no,16,yes,no,n/a,10400.0,3528.0,3039.7,3.4,569.7,5547.7,Kimberly K. Ryan,Batesville,Indiana,https://www.hillenbrand.com,Public
887,Allison Transmission Holdings,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,44,yes,no,n/a,3700.0,7111.0,3035.0,9.6,673.0,5025.0,David S. Graziosi,Indianapolis,Indiana,https://www.allisontransmission.com,Public
888,RH,Retailing,Specialty Retailers: Other,yes,no,no,no,-86,no,yes,n/a,5645.0,6379.0,3029.1,-15.6,127.6,4143.9,Gary G. Friedman,Corte Madera,California,https://www.rh.com,Public
889,Brookdale Senior Living,Health Care,Health Care: Medical Facilities,no,no,yes,no,24,yes,no,n/a,30600.0,1252.0,3015.8,6.7,-189.0,5573.4,Lucinda M. Baier,Brentwood,Tennessee,https://www.brookdale.com,Public
890,QuidelOrtho,Health Care,Medical Products and Equipment,no,no,no,yes,-31,no,yes,n/a,7100.0,3205.0,2997.8,-8.2,-10.1,8563.1,Brian J. Blaser,San Diego,California,https://www.quidelortho.com,Public
891,Trinity Industries,Transportation,Transportation Equipment,yes,no,yes,yes,0,no,no,n/a,9480.0,2280.0,2983.3,50.9,106.0,8906.5,E. Jean Savage,Dallas,Texas,https://www.trin.net,Public
892,Teleflex,Health Care,Medical Products and Equipment,yes,no,no,no,29,yes,no,n/a,14500.0,10643.0,2974.5,6.6,356.3,7532.5,Liam J. Kelly,Wayne,Pennsylvania,https://www.teleflex.com,Public
893,HEICO,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,0,no,no,n/a,9600.0,23341.0,2968.1,34.4,403.6,7195.1,Laurans A. Mendelson,Hollywood,Florida,https://www.heico.com,Public
894,Bruker,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,yes,86,yes,no,n/a,9707.0,12933.0,2964.5,17.1,427.2,4249.9,Frank H. Laukien,Billerica,Massachusetts,https://www.bruker.com,Public
895,Carlyle Group,Financials,Securities,no,no,no,yes,-195,no,yes,n/a,2200.0,16987.0,2963.9,-33.2,-608.4,21176.0,Harvey M. Schwartz,Washington,District Of Columbia,https://www.carlyle.com,Public
896,Energizer Holdings,Household Products,Household and Personal Products,yes,no,no,no,-12,no,yes,n/a,5080.0,2113.0,2959.7,-3.0,140.5,4509.6,Mark S. LaVigne,St. Louis,Missouri,https://www.energizerholdings.com,Public
897,Quad/Graphics,Media,"Publishing, Printing",no,no,no,no,-31,no,yes,n/a,13150.0,278.0,2957.7,-8.1,-55.4,1509.7,J. Joel Quadracci,Sussex,Wisconsin,https://www.quad.com,Public
898,Rackspace Technology,Technology,Internet Services and Retailing,no,no,no,no,-21,no,yes,n/a,5800.0,347.0,2957.1,-5.3,-837.8,4096.2,Amar Maletira,San Antonio,Texas,https://www.rackspace.com,Public
899,Waters,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,no,-2,no,yes,n/a,7900.0,20379.0,2956.4,-0.5,642.2,4626.9,Udit Batra,Milford,Massachusetts,https://www.waters.com,Public
900,West Pharmaceutical Services,Health Care,Medical Products and Equipment,yes,no,no,no,8,yes,no,n/a,10600.0,28968.0,2949.8,2.2,593.4,3829.5,Eric M. Green,Exton,Pennsylvania,https://www.westpharma.com,Public
